4;MATE DE HIERBA LUISA HERBI 100 U;2;4.5;22
4;MATE DE MANZANILLA HERBI 100 U;2;4.5;22
4;MATE DE ANÍS HERBI X 100 U;2;4.5;22
4;MAYONESA ALACENA X 10 CC ;20;0.24;22
4;MAYONESA ALACENA X 4 LT;15;53.5;22
4;MAYONESA X 4 KG;15;44.87;22
4;MAYONESA MACBEL X 4 LT;15;32;22
4;MAZAMORRA X 12;2;43.87;22
4;MAZAMORRA NEGRITA DURAZNO X 160 GR;8;2.4;22
4;MAZAMORRA NEGRITA MORADA X 160 GR;8;2.4;22
4;MAZAMORRA NEGRITA PIÑA X 160 GR;8;2.4;22
4;MERMELADA COMPAS FRESA X 100 GR;20;1;22
4;MERMELADA X 1 KG X 6;2;39.24;22
4;MERMELADA X 1 KG;12;8.5;22
4;MERMELADA SILVIA FRESA X KG;10;9;22
4;MIEL DE CAÑA X 500 ML EL SOMBRERITO;10;4.9;22
4;MIEL DE ABEJA CENAP X 550 GR;9;19;22
4;MILO NESTLE 400 GR;19;14.5;22
4;MONDADIENTES PAQUETE;11;21;22
4;MONDADIENTE CHINOS BAMBU TORNEADOS X 120 UND (CAJITA);2;1;22
4;MORON;3;3.8;22
4;MOSTAZA ALPESA X 4 LT;15;13.5;22
4;MOSTAZA ALPESA SACHET X 10 GR;20;0.17;22
4;MOSTAZA B&D X 4 LT;15;13.5;22
4;NESCAFE KIRMA X 190 GR LATA;10;20.5;22
4;NESCAFE TRADICIÓN X 190 GR;19;21.5;22
4;OLLAS NRO 60 ETERMA;10;330;22
4;PALILLO MOLIDO X KG;3;14;22
4;PALITOS PARA ANTICUCHO X 100;11;4.92;22
4;PALLARES;3;8.7;22
4;PAN MOLIDO LA CANASTA ;3;4.2;22
4;PANETON SAN JORGE BELLEZA X 800 GR;10;10;22
4;PAPA SECA;3;8.5;22
4;PAPITAS SALADAS AL HILO X KG;3;16.5;22
4;PAPITAS SALADAS EN HOJUELA ;3;16;22
4;PASAS MORENAS;3;13.5;22
4;PIMIENTA NEGRA MOLDA;3;47;22
4;PIMIENTA PICANTE NEGRA MOLIDA;3;20;22
4;PIMIENTA DE OLOR;3;19;22
4;POP CORN X KG;3;4.5;22
4;PUDIN NEGRITA CHOCOLATE;8;2.1;22
4;PUDIN UNIVERSAL CHOCOLATE X 100 GR;8;1.9;22
4;QUESO ;10;29;22
4;QUINUA;3;11;22
4;REFRESCOS X 12;2;7.8;22
4;REFRESCO KANU MANGO X 15 GR;10;0.75;22
4;REFRESCO NEGRITA X 15 GR;8;0.71;22
4;REFRESCO NEGRITA VARIEDAD X 15 GR;8;0.7;22
4;REFRESCO ZUKO VARIEDAD X 15 GR;8;0.75;22
4;SAL DE MESA MARINA X KG;3;1.24;22
4;SAL DE MESA MARINA X 25 UND;11;30.5;22
4;SAL DE MESA MARINA X 1 KG X 25;5;30.5;22
4;SAL DE COCINA X 1 KG X 25;12;;22
4;SAL DE  MESA X 1 KG X 25;11;30.5;22
4;SALSA DE TOMATE MOLITALIA POMAROLA X 160;28;1.1;22
4;SALSA DE TOMATE MOLITALIA POMAROLA X 320;8;2.08;22
4;SALSA DE OSTION PANDA 510 GR;21;13;22
4;SAZON COMPLETA BADIA X 99,2 GR;9;7.5;22
4;SAZONADOR SIBARITA AJI PANCA ;8;0.58;22
4;SEMOLA X 10 KG;11;18.7;22
4;SEMOLA CORINA AGRANEL X KG;3;3.7;22
4;SEMOLA MOLITALIA AGRANEL X KG;3;3.5;22
4;SIETE CEREALES EN POLVO;3;14;22
4;SILLAO X 1 LT;21;;22
4;SILLAO X 5 LT;21;16;22
4;SILLAO AJINOSILLAO X 5 LT;9;23;22
4;SILLAO KIN MAI X 12 X 0,5 LT;10;54;22
4;SILLAO KIKO X 500 ML;21;2.7;22
4;SILLAO KIKO X 5 LT;16;22.5;22
4;SILLAO VENTURO X 12 X 0,5 LT;2;38.5;22
4;SILLAO VENTURO X 0,5 LT;21;3.17;22
4;TAUSY CAVCONI/FURONG X 500 GR;12;8.5;22
4;TE A GRANEL;3;12;22
4;TRIGO MORON X KG;3;3.8;22
4;TRIGO MORON PARTIDO X KG;3;3.8;22
4;TRIGO PELADO;3;3.7;22
4;TROZOS DE ATUN A1 X 170 GR;19;3.99;22
4;TROZOS DE ATUN FANNY X 170 GR;19;3.99;22
4;VAINILLA;6;7.65;22
4;VINAGRE BLANCO X 1 LT X 12;2;32.62;22
4;VINAGRE A-I BLANCO GALON POR 4 LT;16;10.5;22
4;VINAGRE A-I TINTO GALON POR 4 LT;16;10.5;22
4;VINAGRE TINTO X 1 LT X 12;2;32.62;22
4;VINAGRE DEL FIRME BLANCO SACHET X 1 LT;2;2.63;22
4;VINAGRE DEL FIRME TINTO SACHET X 1 LT;12;3.1;22
4;VINAGRE TINTO X 1000 ;6;1.86;22
4;VINAGRE TINTO X 500 X 12;2;27.6;22
4;VINAGRE VENTURO TINTO 600 ML;21;3.04;22
4;VINO CLOS DE PIRQUE BLANCO X LT;10;11;22
4;VINO CLOS DE PIRQUE TINTO X LT;10;11;22
4;VINO TINTO X 1 LT;6;11;22
4;WAFER COSTA NICK CHOCOLATE X 6 UND;11;2.45;22
4;WAFER COSTA NICK FRESA X 6 UND;11;2.45;22
4;WAFER COSTA NICK VAINILLA X 6 UND;11;2.45;22
4;YOGURT PURA VIDA X 500 ML x 6 BOT;11;11;22
4;YOGURT PURA VIDA SURTIDO X 1 L x 6 BOT;11;21.5;22
4;TRANSPORTE DE ENVÍO;29;35;22
5;ACIDO MURIATICO TIGRE;9;4.5;22
5;ALCOHOL EN GEL CON GLICERINA X 3.1;13;55;22
5;AYUDIN X 600 GR;30;3.95;22
5;AYUDIN X 800 GR;10;4.8;22
5;AYUDIN GRANDE X 9 X 12;2;64.07;22
5;AYUDIN LIQUIDO X 900 ML;9;12;22
5;AYUDIN LIMON X 1000 GR;10;6.3;22
5;BARBIJOS PLANOS GOLDEN MEDIC C/LIGA;2;25;22
5;BOLSAS BRILLITO 3 X 8;11;1.8;22
5;BOLSAS BRILLITO POLIPROPILENO 16 X 24;11;15.5;22
5;BOLSAS CHISMOSA 16 X 19 PROPLAST X 100;11;4;22
5;BOLSAS CHISMOSA 19 X 20 PROPLAST;11;8;22
5;BOLSAS CHISMOSAS BLANCAS 21 X 24;11;10.5;22
5;BOLSAS CRISTAL 20 X 30 X 2;11;44;22
